	text_id	result
922	hasoc_en1_1057	NOT
923	hasoc_en1_1312	NOT
924	hasoc_en1_5840	NOT
925	hasoc_en1_1880	NOT
926	hasoc_en1_616	NOT
927	hasoc_en1_5107	NOT
928	hasoc_en1_989	NOT
929	hasoc_en1_4969	NOT
930	hasoc_en1_3552	NOT
931	hasoc_en1_7612	NOT
932	hasoc_en1_2355	NOT
933	hasoc_en1_565	NOT
934	hasoc_en1_4177	NOT
935	hasoc_en1_3138	NOT
936	hasoc_en1_6307	NOT
937	hasoc_en1_2826	NOT
938	hasoc_en1_3171	NOT
939	hasoc_en1_6970	NOT
940	hasoc_en1_6071	NOT
941	hasoc_en1_5089	NOT
942	hasoc_en1_4068	NOT
943	hasoc_en1_4993	NOT
944	hasoc_en1_2505	NOT
945	hasoc_en1_3866	NOT
946	hasoc_en1_1068	NOT
947	hasoc_en1_1945	NOT
948	hasoc_en1_607	NOT
949	hasoc_en1_1477	NOT
950	hasoc_en1_6786	NOT
951	hasoc_en1_2668	NOT
952	hasoc_en1_6481	NOT
953	hasoc_en1_4271	NOT
954	hasoc_en1_558	NOT
955	hasoc_en1_6640	NOT
956	hasoc_en1_3078	NOT
957	hasoc_en1_5413	NOT
958	hasoc_en1_2421	NOT
959	hasoc_en1_2840	NOT
960	hasoc_en1_5134	NOT
961	hasoc_en1_7029	NOT
962	hasoc_en1_2999	NOT
963	hasoc_en1_7195	NOT
964	hasoc_en1_3490	NOT
965	hasoc_en1_5362	NOT
966	hasoc_en1_129	NOT
967	hasoc_en1_1422	NOT
968	hasoc_en1_8	NOT
969	hasoc_en1_362	NOT
970	hasoc_en1_4169	NOT
971	hasoc_en1_3733	NOT
972	hasoc_en1_1200	NOT
973	hasoc_en1_5101	NOT
974	hasoc_en1_4543	NOT
975	hasoc_en1_49	NOT
976	hasoc_en1_4336	NOT
977	hasoc_en1_5355	NOT
978	hasoc_en1_3654	NOT
979	hasoc_en1_3917	NOT
980	hasoc_en1_2187	NOT
981	hasoc_en1_2950	NOT
982	hasoc_en1_245	NOT
983	hasoc_en1_781	NOT
984	hasoc_en1_3613	NOT
985	hasoc_en1_6172	NOT
986	hasoc_en1_5030	NOT
987	hasoc_en1_6590	NOT
988	hasoc_en1_336	NOT
989	hasoc_en1_7110	NOT
990	hasoc_en1_5905	NOT
991	hasoc_en1_2288	NOT
992	hasoc_en1_7114	NOT
993	hasoc_en1_1185	NOT
994	hasoc_en1_4325	NOT
995	hasoc_en1_3865	NOT
996	hasoc_en1_1143	NOT
997	hasoc_en1_813	NOT
998	hasoc_en1_2591	NOT
999	hasoc_en1_4731	NOT
1000	hasoc_en1_1574	NOT
1001	hasoc_en1_1871	NOT
1002	hasoc_en1_2886	NOT
1003	hasoc_en1_2069	NOT
1004	hasoc_en1_5359	NOT
1005	hasoc_en1_757	NOT
1006	hasoc_en1_788	NOT
1007	hasoc_en1_389	NOT
1008	hasoc_en1_7440	NOT
1009	hasoc_en1_2374	NOT
1010	hasoc_en1_4435	NOT
1011	hasoc_en1_1635	NOT
1012	hasoc_en1_7484	NOT
1013	hasoc_en1_3437	NOT
1014	hasoc_en1_3520	NOT
1015	hasoc_en1_7683	NOT
1016	hasoc_en1_1375	NOT
1017	hasoc_en1_2793	NOT
1018	hasoc_en1_6579	NOT
1019	hasoc_en1_4856	NOT
1020	hasoc_en1_2138	NOT
1021	hasoc_en1_6451	NOT
1022	hasoc_en1_2301	NOT
1023	hasoc_en1_6684	NOT
1024	hasoc_en1_5773	NOT
1025	hasoc_en1_3143	NOT
1026	hasoc_en1_3198	NOT
1027	hasoc_en1_5528	NOT
1028	hasoc_en1_5412	NOT
1029	hasoc_en1_2752	NOT
1030	hasoc_en1_1274	NOT
1031	hasoc_en1_2341	NOT
1032	hasoc_en1_7101	NOT
1033	hasoc_en1_3639	NOT
1034	hasoc_en1_2088	NOT
1035	hasoc_en1_2243	NOT
1036	hasoc_en1_1788	NOT
1037	hasoc_en1_1311	NOT
1038	hasoc_en1_7771	NOT
1039	hasoc_en1_6378	NOT
1040	hasoc_en1_5775	NOT
1041	hasoc_en1_5742	NOT
1042	hasoc_en1_5988	NOT
1043	hasoc_en1_4942	NOT
1044	hasoc_en1_2811	NOT
1045	hasoc_en1_127	NOT
1046	hasoc_en1_1747	NOT
1047	hasoc_en1_2095	NOT
1048	hasoc_en1_1855	NOT
1049	hasoc_en1_6715	NOT
1050	hasoc_en1_6096	NOT
1051	hasoc_en1_2715	NOT
1052	hasoc_en1_211	NOT
1053	hasoc_en1_5537	NOT
1054	hasoc_en1_5961	NOT
1055	hasoc_en1_4504	NOT
1056	hasoc_en1_1461	NOT
1057	hasoc_en1_280	NOT
1058	hasoc_en1_1161	NOT
1059	hasoc_en1_1299	NOT
1060	hasoc_en1_3595	NOT
1061	hasoc_en1_808	NOT
1062	hasoc_en1_1240	NOT
1063	hasoc_en1_6376	NOT
1064	hasoc_en1_3412	NOT
1065	hasoc_en1_6530	NOT
1066	hasoc_en1_1475	NOT
1067	hasoc_en1_5004	NOT
1068	hasoc_en1_7751	NOT
1069	hasoc_en1_509	NOT
1070	hasoc_en1_806	NOT
1071	hasoc_en1_1203	NOT
1072	hasoc_en1_2321	NOT
1073	hasoc_en1_4482	NOT
1074	hasoc_en1_833	NOT
1075	hasoc_en1_2669	NOT
1076	hasoc_en1_4429	NOT
1077	hasoc_en1_6933	NOT
1078	hasoc_en1_5455	NOT
1079	hasoc_en1_7603	NOT
1080	hasoc_en1_162	NOT
1081	hasoc_en1_7217	NOT
1082	hasoc_en1_7001	NOT
1083	hasoc_en1_5180	NOT
1084	hasoc_en1_168	NOT
1085	hasoc_en1_1711	NOT
1086	hasoc_en1_693	NOT
1087	hasoc_en1_5981	NOT
1088	hasoc_en1_1569	NOT
1089	hasoc_en1_5287	NOT
1090	hasoc_en1_4554	NOT
1091	hasoc_en1_4517	NOT
1092	hasoc_en1_5042	NOT
1093	hasoc_en1_4631	NOT
1094	hasoc_en1_5251	NOT
1095	hasoc_en1_2877	NOT
1096	hasoc_en1_3057	NOT
1097	hasoc_en1_1857	NOT
1098	hasoc_en1_3046	NOT
1099	hasoc_en1_3479	NOT
1100	hasoc_en1_3737	NOT
1101	hasoc_en1_7228	NOT
1102	hasoc_en1_5682	NOT
1103	hasoc_en1_879	NOT
1104	hasoc_en1_5642	NOT
1105	hasoc_en1_498	NOT
1106	hasoc_en1_2979	NOT
1107	hasoc_en1_1739	NOT
1108	hasoc_en1_7384	NOT
1109	hasoc_en1_5650	NOT
1110	hasoc_en1_2188	NOT
1111	hasoc_en1_7765	NOT
1112	hasoc_en1_6850	NOT
1113	hasoc_en1_2844	NOT
1114	hasoc_en1_4210	NOT
1115	hasoc_en1_1732	NOT
1116	hasoc_en1_2312	NOT
1117	hasoc_en1_281	NOT
1118	hasoc_en1_6954	NOT
1119	hasoc_en1_225	NOT
1120	hasoc_en1_4737	NOT
1121	hasoc_en1_20	NOT
1122	hasoc_en1_6419	NOT
1123	hasoc_en1_4453	NOT
1124	hasoc_en1_2207	NOT
1125	hasoc_en1_2630	NOT
1126	hasoc_en1_537	NOT
1127	hasoc_en1_2867	NOT
1128	hasoc_en1_3322	NOT
1129	hasoc_en1_7154	NOT
1130	hasoc_en1_1028	NOT
1131	hasoc_en1_5967	NOT
1132	hasoc_en1_7511	NOT
1133	hasoc_en1_1296	NOT
1134	hasoc_en1_3803	NOT
1135	hasoc_en1_5171	NOT
1136	hasoc_en1_1242	NOT
1137	hasoc_en1_759	NOT
1138	hasoc_en1_5534	NOT
1139	hasoc_en1_7254	NOT
1140	hasoc_en1_6291	NOT
1141	hasoc_en1_732	NOT
1142	hasoc_en1_2725	NOT
1143	hasoc_en1_744	NOT
1144	hasoc_en1_631	NOT
1145	hasoc_en1_3989	NOT
1146	hasoc_en1_5300	NOT
1147	hasoc_en1_1037	NOT
1148	hasoc_en1_7212	NOT
1149	hasoc_en1_3958	NOT
1150	hasoc_en1_4648	NOT
1151	hasoc_en1_4832	NOT
1152	hasoc_en1_3721	NOT
